customer_id,age,tenure,monthly_charges,total_charges,contract_type,payment_method,churn
CUST_01646,35,17,45.97,870.5,Two year,Electronic check,1
CUST_01647,38,41,68.68,2789.71,Month-to-month,Credit card,0
CUST_01648,59,46,66.1,3028.22,Month-to-month,Bank transfer,1
CUST_01649,53,63,63.34,3897.38,Month-to-month,Credit card,1
CUST_01650,58,71,69.6,4964.36,One year,Bank transfer,0
CUST_01651,55,19,118.7,2261.39,Month-to-month,Mailed check,1
CUST_01652,51,10,49.84,528.15,Month-to-month,Electronic check,1
CUST_01653,34,72,81.53,5882.22,Month-to-month,Mailed check,1
CUST_01654,54,19,43.95,744.44,Month-to-month,Electronic check,1
CUST_01655,42,1,66.66,153.43,One year,Bank transfer,0
CUST_01656,55,24,40.0,975.11,Month-to-month,Mailed check,0
CUST_01657,29,21,75.82,1610.76,One year,Electronic check,0
CUST_01658,40,54,46.5,2599.01,Month-to-month,Bank transfer,1
CUST_01659,70,25,23.68,567.59,Month-to-month,Credit card,0
CUST_01660,59,10,101.53,946.06,Two year,Credit card,1
CUST_01661,39,72,32.83,2309.36,Two year,Bank transfer,0
CUST_01662,38,38,56.8,2156.76,One year,Electronic check,0
CUST_01663,44,23,67.72,1551.86,Month-to-month,Credit card,1
CUST_01664,74,8,63.25,587.3,Two year,Bank transfer,0
CUST_01665,48,11,92.57,1037.77,One year,Credit card,0
CUST_01666,23,26,79.68,1998.96,One year,Bank transfer,1
CUST_01667,44,1,49.54,15.48,Month-to-month,Mailed check,1
CUST_01668,57,7,25.17,146.44,Month-to-month,Credit card,1
CUST_01669,51,30,96.76,2889.51,One year,Bank transfer,1
CUST_01670,29,15,55.25,793.72,One year,Electronic check,0
CUST_01671,62,12,108.97,1246.76,One year,Bank transfer,0
CUST_01672,74,3,59.51,185.99,Month-to-month,Electronic check,0
CUST_01673,70,13,91.77,1170.09,Two year,Bank transfer,0
CUST_01674,24,35,113.96,3925.53,Month-to-month,Bank transfer,1
CUST_01675,27,7,85.12,676.05,One year,Electronic check,1
CUST_01676,62,0,61.35,0.0,Month-to-month,Credit card,1
CUST_01677,34,26,76.74,2094.75,One year,Bank transfer,0
CUST_01678,43,72,74.34,5408.81,Month-to-month,Electronic check,1
CUST_01679,38,22,78.48,1703.5,One year,Electronic check,1
CUST_01680,45,3,34.68,196.34,Month-to-month,Credit card,0
CUST_01681,63,9,89.85,863.93,One year,Mailed check,0
CUST_01682,19,48,34.5,1627.14,Month-to-month,Credit card,0
CUST_01683,71,6,21.46,113.02,Two year,Electronic check,1
CUST_01684,60,22,82.48,1829.5,Two year,Electronic check,1
CUST_01685,18,12,31.69,369.53,One year,Credit card,0
CUST_01686,68,5,97.04,536.76,Two year,Bank transfer,0
CUST_01687,70,40,106.6,4283.63,Month-to-month,Mailed check,0
CUST_01688,53,32,114.47,3715.5,Two year,Credit card,1
CUST_01689,68,26,86.45,2279.39,Month-to-month,Electronic check,1
CUST_01690,43,6,68.2,375.23,Month-to-month,Credit card,0
CUST_01691,46,2,55.23,29.72,Month-to-month,Bank transfer,1
CUST_01692,38,20,69.09,1345.32,Two year,Electronic check,0
CUST_01693,28,19,39.04,847.39,One year,Bank transfer,0
CUST_01694,57,5,54.84,323.19,One year,Credit card,1
CUST_01695,28,1,91.79,97.75,Two year,Bank transfer,0
CUST_01696,53,2,41.74,152.97,One year,Bank transfer,0
CUST_01697,66,72,46.41,3343.17,One year,Mailed check,0
CUST_01698,56,36,94.93,3423.16,Month-to-month,Credit card,0
CUST_01699,57,61,37.78,2323.79,Two year,Credit card,0
CUST_01700,52,5,44.59,202.4,Two year,Credit card,0
CUST_01701,71,72,21.75,1521.56,Two year,Bank transfer,0
CUST_01702,51,3,92.01,297.89,Month-to-month,Electronic check,1
CUST_01703,72,17,81.79,1391.49,Month-to-month,Credit card,1
CUST_01704,64,42,89.44,3744.61,Month-to-month,Electronic check,1
CUST_01705,41,10,41.43,441.09,Month-to-month,Credit card,1
CUST_01706,71,13,88.74,1134.76,Month-to-month,Electronic check,1
CUST_01707,39,3,79.64,278.34,One year,Bank transfer,1
CUST_01708,22,3,56.61,109.54,Two year,Bank transfer,0
CUST_01709,73,23,63.78,1403.16,Two year,Credit card,0
CUST_01710,50,27,76.79,2007.34,Month-to-month,Credit card,0
CUST_01711,53,36,69.33,2496.46,Month-to-month,Electronic check,0
CUST_01712,64,19,84.18,1532.2,Month-to-month,Electronic check,1
CUST_01713,37,24,38.1,1001.48,Month-to-month,Credit card,1
CUST_01714,36,0,74.07,85.2,Month-to-month,Electronic check,1
CUST_01715,52,4,65.03,279.93,Month-to-month,Bank transfer,1
CUST_01716,69,72,66.1,4805.56,Two year,Credit card,0
CUST_01717,60,1,66.94,24.36,Month-to-month,Credit card,1
CUST_01718,34,27,108.15,2977.99,One year,Mailed check,0
CUST_01719,62,4,101.86,392.19,One year,Bank transfer,1
CUST_01720,60,30,82.96,2486.29,One year,Bank transfer,0
CUST_01721,51,29,91.65,2648.13,One year,Mailed check,0
CUST_01722,26,6,24.28,110.06,Two year,Electronic check,1
CUST_01723,43,7,94.4,689.96,One year,Credit card,1
CUST_01724,19,25,68.62,1688.45,Two year,Electronic check,0
CUST_01725,70,11,51.77,556.31,Month-to-month,Bank transfer,1
CUST_01726,26,5,33.98,56.44,Month-to-month,Bank transfer,1
CUST_01727,26,31,27.52,871.87,Two year,Mailed check,0
CUST_01728,57,4,24.49,92.82,Month-to-month,Electronic check,0
CUST_01729,34,46,36.18,1617.32,One year,Credit card,0
CUST_01730,18,17,23.01,379.25,One year,Bank transfer,0
CUST_01731,42,2,93.26,163.23,Month-to-month,Bank transfer,1
CUST_01732,60,28,44.86,1178.78,One year,Electronic check,0
CUST_01733,57,17,56.87,1047.97,Two year,Electronic check,0
CUST_01734,59,8,102.27,888.96,Two year,Electronic check,1
CUST_01735,42,13,31.47,444.79,One year,Electronic check,0
CUST_01736,56,8,103.56,890.93,One year,Electronic check,1
CUST_01737,52,7,83.95,562.74,Two year,Bank transfer,0
CUST_01738,20,4,54.2,216.35,One year,Electronic check,1
CUST_01739,67,10,31.78,291.04,Month-to-month,Electronic check,1
CUST_01740,54,6,29.15,187.49,Month-to-month,Electronic check,1
CUST_01741,61,27,53.55,1493.57,Month-to-month,Bank transfer,1
CUST_01742,61,27,34.03,915.06,Month-to-month,Bank transfer,0
CUST_01743,68,16,46.77,683.89,Month-to-month,Mailed check,0
CUST_01744,47,36,25.3,931.53,Two year,Bank transfer,0
CUST_01745,55,44,79.5,3467.75,One year,Bank transfer,0
CUST_01746,51,20,34.53,737.27,Two year,Electronic check,0
CUST_01747,29,23,95.67,2294.15,One year,Credit card,0
CUST_01748,36,7,41.82,346.06,Month-to-month,Mailed check,0
CUST_01749,54,54,99.8,5378.42,Month-to-month,Mailed check,1
CUST_01750,61,0,38.99,5.73,Two year,Credit card,0
CUST_01751,66,10,92.14,916.62,Month-to-month,Electronic check,1
CUST_01752,34,30,53.31,1554.39,One year,Electronic check,0
CUST_01753,27,2,78.31,130.11,Month-to-month,Credit card,1
CUST_01754,74,4,23.87,87.87,Month-to-month,Bank transfer,1
CUST_01755,72,21,69.52,1448.78,Month-to-month,Mailed check,1
CUST_01756,66,19,34.87,601.31,One year,Credit card,0
CUST_01757,64,32,68.63,2198.42,Two year,Electronic check,0
CUST_01758,29,40,34.14,1362.67,One year,Electronic check,1
CUST_01759,33,3,63.71,78.46,One year,Electronic check,0
CUST_01760,41,0,31.06,0.0,Two year,Bank transfer,0
CUST_01761,36,28,42.0,1058.57,One year,Mailed check,0
CUST_01762,25,8,79.51,585.18,Two year,Credit card,0
CUST_01763,48,23,117.67,2647.25,Month-to-month,Electronic check,1
CUST_01764,38,3,64.92,183.17,Two year,Bank transfer,0
CUST_01765,34,15,88.72,1296.7,One year,Mailed check,0
CUST_01766,40,16,73.94,1166.18,Month-to-month,Electronic check,1
CUST_01767,54,21,69.84,1561.54,Month-to-month,Credit card,1
CUST_01768,71,17,26.47,401.64,Month-to-month,Mailed check,1
CUST_01769,33,16,34.43,605.86,Month-to-month,Bank transfer,1
CUST_01770,23,9,108.31,1004.73,Two year,Electronic check,1
CUST_01771,25,1,61.02,80.13,One year,Credit card,0
CUST_01772,42,2,81.43,224.46,Two year,Electronic check,1
CUST_01773,35,13,72.82,923.89,One year,Bank transfer,1
CUST_01774,42,10,57.89,571.45,One year,Credit card,0
CUST_01775,29,17,58.78,956.91,Month-to-month,Electronic check,1
CUST_01776,32,8,75.55,485.21,One year,Electronic check,0
CUST_01777,43,27,34.11,926.19,One year,Bank transfer,1
CUST_01778,58,47,58.73,2846.36,Two year,Electronic check,0
CUST_01779,62,8,64.7,448.42,One year,Credit card,0
CUST_01780,43,5,118.51,528.36,One year,Mailed check,0
CUST_01781,64,2,55.15,125.29,Month-to-month,Mailed check,1
CUST_01782,49,22,84.46,1846.83,One year,Electronic check,1
CUST_01783,27,14,33.74,547.44,Two year,Electronic check,0
CUST_01784,33,4,26.55,80.66,One year,Electronic check,0
CUST_01785,24,25,107.15,2755.36,Month-to-month,Electronic check,1
CUST_01786,34,3,93.07,301.45,Month-to-month,Electronic check,1
CUST_01787,40,19,51.75,1039.77,One year,Mailed check,0
CUST_01788,43,17,70.46,1157.66,One year,Mailed check,1
CUST_01789,38,31,33.57,1029.55,Month-to-month,Electronic check,1
CUST_01790,39,1,90.72,98.87,Two year,Electronic check,0
CUST_01791,24,52,27.03,1423.19,Month-to-month,Mailed check,0
CUST_01792,31,29,95.7,2738.86,Month-to-month,Bank transfer,1
CUST_01793,32,5,74.68,348.25,One year,Bank transfer,1
CUST_01794,70,4,47.89,268.59,One year,Credit card,0
CUST_01795,24,13,106.26,1426.5,Two year,Electronic check,1
CUST_01796,26,40,118.61,4682.91,Month-to-month,Electronic check,1
CUST_01797,68,44,45.43,2012.13,Month-to-month,Electronic check,0
CUST_01798,65,17,100.62,1770.98,Month-to-month,Electronic check,1
CUST_01799,25,47,95.02,4429.31,Month-to-month,Credit card,1
CUST_01800,67,0,94.72,26.44,Two year,Mailed check,1
CUST_01801,40,0,115.72,28.53,Month-to-month,Bank transfer,1
CUST_01802,46,58,68.66,3897.81,Two year,Electronic check,0
CUST_01803,35,35,87.42,3020.9,One year,Credit card,0
CUST_01804,48,14,102.39,1407.09,One year,Bank transfer,1
CUST_01805,47,33,67.95,2242.36,Two year,Mailed check,0
CUST_01806,69,72,68.14,4878.6,Month-to-month,Credit card,1
CUST_01807,56,35,51.87,1835.09,Month-to-month,Credit card,1
CUST_01808,52,44,98.08,4299.51,One year,Electronic check,1
CUST_01809,35,34,88.62,2935.11,Month-to-month,Electronic check,1
CUST_01810,59,4,65.11,124.79,Two year,Electronic check,0
CUST_01811,56,43,61.93,2636.08,Two year,Bank transfer,0
CUST_01812,34,5,27.26,144.02,Two year,Electronic check,0
CUST_01813,31,53,20.65,1094.22,Two year,Credit card,0
CUST_01814,48,14,72.89,966.26,One year,Bank transfer,0
CUST_01815,41,27,61.75,1708.9,One year,Credit card,1
CUST_01816,52,16,99.6,1573.68,Month-to-month,Bank transfer,0
CUST_01817,61,2,74.27,191.1,One year,Credit card,1
CUST_01818,62,8,113.67,953.87,Month-to-month,Mailed check,0
CUST_01819,51,72,39.61,2892.93,Two year,Credit card,0
CUST_01820,20,72,119.02,8601.42,Two year,Bank transfer,1
CUST_01821,54,9,49.79,388.65,Month-to-month,Bank transfer,1
CUST_01822,60,72,84.24,6055.15,Month-to-month,Mailed check,0
CUST_01823,57,44,70.19,3162.92,One year,Credit card,0
CUST_01824,43,22,55.96,1218.75,One year,Mailed check,0
CUST_01825,72,0,33.93,0.0,One year,Credit card,1
CUST_01826,40,55,33.48,1877.19,One year,Mailed check,0
CUST_01827,61,19,91.15,1758.72,Two year,Credit card,0
CUST_01828,56,48,57.76,2766.97,Month-to-month,Credit card,0
CUST_01829,32,43,116.13,4979.28,One year,Bank transfer,0
CUST_01830,73,42,52.56,2219.09,One year,Bank transfer,0
CUST_01831,66,28,118.35,3351.41,Month-to-month,Mailed check,0
CUST_01832,21,8,40.54,328.28,Month-to-month,Electronic check,1
CUST_01833,46,9,30.28,301.56,Two year,Bank transfer,0
CUST_01834,39,8,51.26,493.4,Two year,Electronic check,1
CUST_01835,42,0,108.56,0.0,One year,Mailed check,0
CUST_01836,30,20,72.19,1578.26,Two year,Mailed check,0
CUST_01837,35,28,33.57,1030.74,Month-to-month,Electronic check,0
CUST_01838,50,46,40.25,1827.84,Two year,Bank transfer,0
CUST_01839,33,3,51.13,255.41,Month-to-month,Electronic check,1
CUST_01840,62,18,79.02,1395.65,One year,Credit card,1
CUST_01841,59,0,53.24,121.89,Month-to-month,Electronic check,1
CUST_01842,61,2,94.71,176.58,Two year,Electronic check,1
CUST_01843,19,1,81.63,107.36,Month-to-month,Mailed check,1
CUST_01844,72,31,107.38,3353.54,Month-to-month,Electronic check,0
CUST_01845,52,2,70.1,121.08,Month-to-month,Mailed check,1
CUST_01846,59,30,53.12,1616.07,Month-to-month,Electronic check,1
CUST_01847,51,6,119.63,775.81,Month-to-month,Mailed check,1
CUST_01848,47,50,55.56,2782.28,One year,Mailed check,0
CUST_01849,72,40,62.86,2527.49,Month-to-month,Mailed check,0
CUST_01850,30,72,100.91,7306.08,Month-to-month,Bank transfer,1
CUST_01851,30,51,28.86,1416.33,Month-to-month,Credit card,0
CUST_01852,35,64,58.65,3757.81,Month-to-month,Mailed check,0
CUST_01853,49,46,28.57,1377.14,One year,Electronic check,0
CUST_01854,49,28,33.93,936.14,One year,Bank transfer,0
CUST_01855,52,4,20.46,111.81,One year,Credit card,0
CUST_01856,56,7,20.95,63.8,Month-to-month,Bank transfer,1
CUST_01857,63,5,58.03,295.35,One year,Electronic check,1
CUST_01858,69,22,100.92,2213.22,One year,Bank transfer,1
CUST_01859,46,16,78.7,1261.72,Month-to-month,Credit card,0
CUST_01860,66,48,83.49,3999.17,Month-to-month,Mailed check,1
CUST_01861,46,72,71.92,5240.08,Month-to-month,Mailed check,1
CUST_01862,70,12,101.98,1178.38,Month-to-month,Electronic check,1
CUST_01863,61,16,108.04,1711.13,Month-to-month,Bank transfer,1
CUST_01864,74,72,104.97,7518.71,Month-to-month,Electronic check,1
CUST_01865,33,7,101.21,642.41,Month-to-month,Electronic check,1
CUST_01866,73,37,38.27,1412.56,One year,Bank transfer,0
CUST_01867,61,6,79.39,429.27,Two year,Electronic check,1
CUST_01868,64,27,78.22,2124.22,One year,Credit card,1
CUST_01869,74,7,72.79,523.12,One year,Mailed check,0
CUST_01870,27,51,68.08,3479.99,Month-to-month,Bank transfer,0
CUST_01871,47,19,28.92,578.36,Month-to-month,Mailed check,1
CUST_01872,42,4,30.22,4.06,Month-to-month,Bank transfer,1
CUST_01873,56,6,110.23,736.15,One year,Credit card,1
CUST_01874,37,16,83.02,1325.31,One year,Electronic check,0
CUST_01875,22,72,46.23,3362.87,Two year,Credit card,0
CUST_01876,18,35,47.93,1627.6,Month-to-month,Bank transfer,0
CUST_01877,47,16,81.02,1232.57,Month-to-month,Bank transfer,1
CUST_01878,66,9,60.69,571.67,One year,Electronic check,0
CUST_01879,20,19,64.13,1254.69,One year,Credit card,0
CUST_01880,62,33,26.06,798.57,Month-to-month,Electronic check,1
CUST_01881,31,36,33.87,1249.19,One year,Credit card,0
CUST_01882,73,9,59.34,569.1,Month-to-month,Credit card,1
CUST_01883,47,30,89.97,2730.54,One year,Bank transfer,0
CUST_01884,67,25,24.8,627.65,Month-to-month,Credit card,0
CUST_01885,21,72,53.46,3864.64,One year,Electronic check,0
CUST_01886,35,64,89.51,5814.18,One year,Credit card,0
CUST_01887,54,37,99.21,3641.74,Two year,Bank transfer,0
CUST_01888,42,30,39.02,1214.41,Two year,Electronic check,0
CUST_01889,65,7,93.15,673.11,One year,Bank transfer,1
CUST_01890,18,44,115.54,5015.17,One year,Bank transfer,1
CUST_01891,70,13,110.68,1367.62,Month-to-month,Bank transfer,1
CUST_01892,63,7,98.94,700.99,Month-to-month,Mailed check,1
CUST_01893,32,11,91.23,923.55,Month-to-month,Electronic check,1
CUST_01894,26,43,43.51,1751.12,Month-to-month,Electronic check,1
CUST_01895,32,3,83.39,415.26,One year,Credit card,0
CUST_01896,66,14,84.33,1132.3,Month-to-month,Electronic check,1
CUST_01897,74,16,60.68,1016.83,Month-to-month,Credit card,1
CUST_01898,41,0,69.3,11.71,One year,Electronic check,1
CUST_01899,21,5,89.4,563.33,One year,Mailed check,1
CUST_01900,29,42,115.21,4933.41,One year,Electronic check,1
CUST_01901,54,42,49.53,2108.33,One year,Credit card,0
CUST_01902,54,8,44.64,286.19,Month-to-month,Electronic check,1
CUST_01903,60,49,80.18,4005.5,Month-to-month,Mailed check,0
CUST_01904,23,35,33.08,1095.71,Two year,Credit card,0
CUST_01905,56,12,78.25,992.59,Month-to-month,Credit card,1
CUST_01906,73,33,28.89,903.87,One year,Credit card,0
CUST_01907,63,72,69.06,4947.37,One year,Credit card,0
CUST_01908,41,14,82.04,1264.82,Two year,Credit card,0
CUST_01909,28,6,27.01,174.35,One year,Credit card,0
CUST_01910,30,68,40.7,2728.55,One year,Bank transfer,0
CUST_01911,51,22,53.54,1166.97,Month-to-month,Bank transfer,1
CUST_01912,42,2,56.86,125.64,Two year,Electronic check,1
CUST_01913,24,20,87.61,1709.54,One year,Bank transfer,0
CUST_01914,69,16,72.9,1199.02,Month-to-month,Electronic check,1
CUST_01915,21,46,58.21,2636.92,One year,Credit card,0
CUST_01916,25,18,65.07,1064.21,Month-to-month,Bank transfer,1
CUST_01917,37,7,21.3,138.2,Month-to-month,Credit card,1
CUST_01918,46,27,97.05,2590.03,Month-to-month,Electronic check,1
CUST_01919,71,18,24.1,441.08,One year,Bank transfer,0
CUST_01920,70,6,102.93,607.58,One year,Bank transfer,1
CUST_01921,68,20,74.1,1525.29,One year,Credit card,1
CUST_01922,62,41,72.78,3019.82,One year,Electronic check,1
CUST_01923,63,0,90.46,0.0,One year,Electronic check,0
CUST_01924,27,23,105.96,2434.67,Month-to-month,Bank transfer,1
CUST_01925,60,10,114.26,1120.37,Month-to-month,Bank transfer,1
CUST_01926,51,8,74.34,579.42,Month-to-month,Mailed check,1
CUST_01927,74,11,35.07,296.16,Month-to-month,Credit card,1
CUST_01928,43,10,107.86,920.01,Two year,Electronic check,1
CUST_01929,58,42,24.07,1085.75,Two year,Bank transfer,0
CUST_01930,66,7,100.73,693.27,Month-to-month,Electronic check,1
CUST_01931,20,31,88.04,2743.85,Month-to-month,Electronic check,1
CUST_01932,73,2,110.47,186.55,Two year,Credit card,0
CUST_01933,23,72,109.75,7830.19,Month-to-month,Bank transfer,1
CUST_01934,22,23,25.32,555.07,One year,Credit card,0
CUST_01935,22,29,80.94,2296.61,Month-to-month,Credit card,1
CUST_01936,71,8,32.47,290.18,One year,Credit card,0
CUST_01937,64,12,27.85,350.97,Two year,Bank transfer,0
CUST_01938,40,6,64.83,422.04,Two year,Credit card,0
CUST_01939,66,64,29.76,1923.98,One year,Mailed check,0
CUST_01940,26,16,92.79,1387.61,One year,Mailed check,0
CUST_01941,52,23,116.89,2670.22,One year,Electronic check,0
CUST_01942,37,31,76.96,2344.72,Month-to-month,Mailed check,1
CUST_01943,66,11,43.52,487.09,Month-to-month,Credit card,0
CUST_01944,59,30,104.32,3096.81,Two year,Bank transfer,0
CUST_01945,52,27,105.31,2858.83,Month-to-month,Credit card,0
CUST_01946,67,29,93.28,2722.97,Month-to-month,Electronic check,0
CUST_01947,35,16,81.51,1291.38,One year,Credit card,0
CUST_01948,34,11,106.78,1188.57,Two year,Electronic check,1
CUST_01949,41,6,36.33,236.79,One year,Credit card,0
CUST_01950,20,41,113.16,4645.74,One year,Credit card,1
CUST_01951,49,22,114.72,2541.65,One year,Electronic check,0
CUST_01952,52,14,107.2,1533.88,One year,Bank transfer,1
CUST_01953,55,69,45.07,3091.54,One year,Credit card,0
CUST_01954,30,1,105.82,68.7,Two year,Mailed check,1
CUST_01955,73,45,69.76,3156.57,One year,Electronic check,1
CUST_01956,64,72,79.49,5694.36,Month-to-month,Credit card,1
CUST_01957,42,52,104.06,5410.64,Two year,Bank transfer,0
CUST_01958,26,39,22.96,888.73,One year,Electronic check,0
CUST_01959,21,11,56.29,703.52,Month-to-month,Electronic check,1
CUST_01960,31,6,101.57,647.35,Month-to-month,Bank transfer,1
CUST_01961,54,31,101.4,3205.07,Two year,Electronic check,0
CUST_01962,51,8,104.87,859.52,Month-to-month,Credit card,1
CUST_01963,28,4,36.92,162.03,One year,Credit card,1
CUST_01964,58,37,90.59,3372.61,Month-to-month,Mailed check,0
CUST_01965,73,8,34.65,254.33,One year,Bank transfer,0
CUST_01966,20,59,98.51,5755.03,One year,Bank transfer,1
CUST_01967,45,44,44.51,1987.48,One year,Credit card,1
CUST_01968,46,45,93.78,4245.66,Month-to-month,Bank transfer,1
CUST_01969,26,35,65.5,2363.87,Month-to-month,Credit card,1
CUST_01970,20,51,118.63,6093.05,Two year,Mailed check,0
CUST_01971,42,39,77.99,3019.81,Two year,Bank transfer,0
CUST_01972,51,22,83.26,1776.0,One year,Electronic check,0
CUST_01973,29,8,56.82,472.0,One year,Bank transfer,0
CUST_01974,59,52,93.45,4860.65,One year,Bank transfer,0
CUST_01975,26,44,69.49,3029.51,Two year,Credit card,0
CUST_01976,32,15,21.81,354.45,One year,Credit card,0
CUST_01977,57,0,80.86,0.0,Two year,Credit card,0
CUST_01978,42,24,103.05,2442.24,Month-to-month,Electronic check,1
CUST_01979,22,1,43.68,186.28,Month-to-month,Mailed check,1
CUST_01980,28,62,42.11,2561.6,One year,Electronic check,1
CUST_01981,51,72,80.89,5846.17,Month-to-month,Electronic check,1
CUST_01982,41,5,101.8,559.26,One year,Electronic check,1
CUST_01983,32,27,44.96,1256.27,One year,Bank transfer,1
CUST_01984,55,2,113.23,260.3,Month-to-month,Credit card,1
CUST_01985,25,31,112.74,3517.53,One year,Bank transfer,0
CUST_01986,22,10,40.05,399.69,Month-to-month,Credit card,1
CUST_01987,65,27,46.38,1324.09,One year,Credit card,0
CUST_01988,43,11,90.06,1059.74,Month-to-month,Mailed check,1
CUST_01989,35,3,115.17,395.69,Two year,Credit card,0
CUST_01990,23,12,90.99,1171.9,Month-to-month,Electronic check,1
CUST_01991,54,2,64.49,176.61,One year,Bank transfer,0
CUST_01992,65,20,36.9,721.36,One year,Mailed check,0
CUST_01993,30,1,66.1,31.56,Month-to-month,Electronic check,1
CUST_01994,45,17,80.68,1390.07,One year,Mailed check,0
CUST_01995,22,52,53.1,2775.75,Two year,Mailed check,0
CUST_01996,30,43,71.03,3077.43,Month-to-month,Credit card,0
CUST_01997,34,51,33.02,1760.66,Month-to-month,Credit card,0
CUST_01998,67,61,65.22,3959.54,Month-to-month,Bank transfer,0
CUST_01999,57,2,29.08,50.56,Month-to-month,Bank transfer,1
CUST_02000,62,3,24.91,89.7,Two year,Electronic check,0
CUST_02001,49,19,105.72,2001.26,Month-to-month,Bank transfer,1
CUST_02002,46,53,40.51,2055.43,One year,Electronic check,0
CUST_02003,68,72,77.52,5558.4,Month-to-month,Electronic check,1
CUST_02004,20,1,34.9,0.0,Month-to-month,Electronic check,1
CUST_02005,73,10,46.25,530.9,Month-to-month,Bank transfer,1
CUST_02006,57,5,56.13,239.28,Month-to-month,Bank transfer,0
CUST_02007,51,33,34.37,1132.1,One year,Electronic check,0
CUST_02008,57,24,24.6,592.98,Month-to-month,Electronic check,1
CUST_02009,44,3,107.72,348.09,Two year,Credit card,0
CUST_02010,30,15,21.18,330.7,One year,Credit card,0
CUST_02011,62,27,26.13,721.19,Month-to-month,Bank transfer,0
CUST_02012,50,36,100.51,3574.38,Month-to-month,Electronic check,1
CUST_02013,23,0,48.2,0.0,Month-to-month,Electronic check,1
CUST_02014,41,53,92.28,4821.5,Month-to-month,Electronic check,1
CUST_02015,36,20,34.62,711.34,One year,Bank transfer,0
CUST_02016,33,40,43.73,1710.7,Two year,Bank transfer,0
CUST_02017,57,39,77.28,3081.35,Two year,Bank transfer,0
CUST_02018,45,5,118.86,495.42,Two year,Bank transfer,0
CUST_02019,50,2,27.34,150.9,Month-to-month,Credit card,1
CUST_02020,65,30,60.06,1813.48,Month-to-month,Bank transfer,0
CUST_02021,58,4,24.31,81.92,Two year,Electronic check,0
CUST_02022,30,45,39.92,1823.92,One year,Electronic check,1
CUST_02023,60,31,110.75,3506.35,Month-to-month,Credit card,0
CUST_02024,62,44,29.65,1398.91,Month-to-month,Bank transfer,0
CUST_02025,42,8,105.69,845.3,Month-to-month,Electronic check,1
CUST_02026,70,9,37.78,240.27,One year,Credit card,0
CUST_02027,59,26,106.18,2756.47,Two year,Electronic check,0
CUST_02028,53,0,73.8,0.0,Month-to-month,Bank transfer,0
CUST_02029,44,31,107.82,3375.2,Month-to-month,Credit card,1
CUST_02030,55,43,35.17,1491.64,Month-to-month,Electronic check,1
CUST_02031,24,12,96.2,1097.82,Month-to-month,Electronic check,1
CUST_02032,22,34,88.07,2968.24,One year,Bank transfer,1
CUST_02033,60,4,74.29,365.44,One year,Bank transfer,1
CUST_02034,62,9,101.06,916.05,Month-to-month,Electronic check,1
CUST_02035,74,72,84.83,6156.9,One year,Bank transfer,1
CUST_02036,68,72,107.7,7733.72,Month-to-month,Electronic check,1
CUST_02037,48,17,58.11,1046.73,One year,Electronic check,1
CUST_02038,40,65,78.99,5090.91,One year,Bank transfer,0
CUST_02039,59,17,107.06,1782.16,Month-to-month,Bank transfer,1
CUST_02040,27,8,41.48,400.18,One year,Bank transfer,0
CUST_02041,49,7,68.57,546.06,Month-to-month,Electronic check,1
CUST_02042,60,63,116.07,7217.06,Month-to-month,Credit card,1
CUST_02043,70,4,67.36,319.19,Month-to-month,Mailed check,1
CUST_02044,47,20,45.28,838.64,Month-to-month,Bank transfer,1
CUST_02045,56,19,55.11,1100.29,One year,Mailed check,1
CUST_02046,48,32,108.51,3524.18,Month-to-month,Credit card,1
CUST_02047,35,16,115.49,1926.67,One year,Bank transfer,0
CUST_02048,53,7,115.01,890.26,Two year,Bank transfer,1
CUST_02049,19,4,89.89,371.34,Month-to-month,Credit card,1
CUST_02050,31,23,70.96,1619.69,Month-to-month,Credit card,1
CUST_02051,30,30,38.27,1147.04,Month-to-month,Electronic check,1
CUST_02052,46,20,32.32,640.11,Month-to-month,Bank transfer,1
CUST_02053,29,32,25.98,818.38,Month-to-month,Electronic check,1
CUST_02054,56,3,21.77,55.97,One year,Mailed check,0
CUST_02055,19,51,107.81,5554.67,Month-to-month,Credit card,0
CUST_02056,49,20,100.91,1953.47,One year,Credit card,0
CUST_02057,30,3,76.78,284.34,Month-to-month,Electronic check,1
CUST_02058,63,14,119.87,1677.76,Month-to-month,Electronic check,1
CUST_02059,44,44,115.31,5000.03,Month-to-month,Mailed check,1
CUST_02060,66,54,85.51,4647.26,Month-to-month,Mailed check,1
CUST_02061,58,7,66.46,387.56,Month-to-month,Bank transfer,1
CUST_02062,34,29,35.22,1025.72,One year,Bank transfer,0
CUST_02063,57,2,71.56,249.13,One year,Mailed check,0
CUST_02064,48,0,35.77,0.0,Month-to-month,Electronic check,0
CUST_02065,51,19,59.85,1118.43,One year,Credit card,0
CUST_02066,41,28,114.26,3238.6,Month-to-month,Electronic check,1
CUST_02067,62,38,54.2,2091.36,Month-to-month,Electronic check,1
CUST_02068,52,9,35.28,349.3,Two year,Bank transfer,0
CUST_02069,65,0,78.24,0.0,Two year,Mailed check,0
CUST_02070,23,15,80.24,1227.33,Two year,Bank transfer,1
CUST_02071,36,0,39.38,0.0,Month-to-month,Electronic check,1
CUST_02072,47,2,39.66,102.65,Two year,Credit card,0
CUST_02073,24,9,118.95,1064.05,One year,Electronic check,1
